review text
"El laptop funciona perfectamente. Pero lo que me interesaba mas que su funcionamiento con Windows era su funcionamiento con Linux. Aquí quedé realmente sorprendido. Hice pruebas con versiones recientes (10/2020) de Ubuntu, Fedora y Manjaro. Funciona ""out of the box"" con todos, incluyendo touch, trackpad, cámara, micrófono, audio y apagado del teclado cuado se voltea el teclado. Lo que mas me surprendió fue el funcionamiento del lapiz electronico. Sin nigúna necesidad de configurar funciona con estos distribuciones de Linux, incluyendo la funcionalidad de sensibilidad al nivel de presión (lo comprobé con la app xournalpp). Excelente recommendación para los usuarios de Linux! (y también para los de Windows)"
Realmente es una buena adquisición, rápida al encender y trabajar con ella. Llevo un mes usándola y ha estado respondiendo sin problemas, no pesa, la opción de detección con huella dactilar es genial, el lápiz trabaja bien y en general la recomiendo para Trabajo de oficina arduo.
Dejo de funcionar a los 7 días, primero dejaba de responder el teclado ,luego dejo de responder el táctil y al 7mo día definitivamente ya no encendió.
Me encantó la computadora
Excelente compra!
El producto es bueno, pero vino con defecto, la pantalla dejo de encender después de apenas 15 dias de recibido y no lograran arreglar en el suporte de Lenovo, tuve que hacer la devolución del producto.
Excelente muy recomendable
Lenovo flex 5. Me encantó la lap. Es muy rápida y funciona perfectamente. Tal como aparece en las imágenes.
A la semana se actualizo y dejo de funcionar el touch de la pantalla, por lo que la tuve que regresar.
El teclado me encanto y la rapidez de inicio
Excelente
Gran precio por la calidad.
Me mandaron la de 237gb de disco duro y la publicación dice 512gb. Aparte que la publicación dice que es de 14 pulgadas y mide 12. 7 pulgadas.
Me ha gustado un montón. La verdad es que llevo a penas un par de semanas con ella y no puedo comentarles mucho, pero para mis clases en linea es perfecta. Y ya que hago periodismo digital me va a la perfección lo rápida que es. Además de dar bastante aguante con mis páginas de edición. ??
Mi máquina ha dejado de funcionar tiene dos meses que lo compre hable a Lenovo y me dice que no tiene garantía que procede... Hoy me dijeron que la tarjeta madre esta dañada... O sea no tiene remedio..
Buyer beware. My device malfunctioned through no fault of my own. As far as I knew, my device was under warranty with Lenovo. I filed a repair request with them, shipped the device to them, and then a full month later they got back to me and said that my device cannot be repaired because it had been altered. Apparently, the Amazon seller had changed the SSD, so my device was no longer able to be repaired. There's no clear indication on this page on Amazon that the device has been altered in any way. It even says to check the manufacturer's website for warranty information, so I was under the assumption that I had a 1-year warranty with Lenovo. But now I'm here stuck with no device and no warranty to cover the repairs.
Excelente cámara! Ganadora del premio al mejor producto en 2018. Estas fotos se tomaron con el lente genérico que venía incluido, lo que muestra el gran potencial que tiene.
Toma unas fotografías muy buenas utilizando la lente 85mm f/1.8, o 24-105mm f/4. La sensibilidad a la luz es excelente mucho mejor que cualquier otra DSLR que he tenido.
"Recién estrenada el año pasado y galardonada por muchas publicaciones y sitios web especializados en fotografía como la ""mejor cámara mirrorless de sensor fullframe del año 2018"", la Sony Alpha de la serie 7 Mark III (A7MIII) se logrado colocar como la favorita de muchos aficionados avanzados y fotógrafos profesionales en el mundo, por la cantidad de funciones y mejoras que tiene en comparación a las dos primeras generaciones de la serie Alpha 7. Esta cámara posee algunas de las características de la serie de gama premium Alpha 9, entre ellas el mismo procesador, siendo una de las novedades más importantes de la Alpha 7MIII la actualización del procesador Bionz de Sony, que logra conseguir una mejora en el procesamiento de las imágenes, brindando colores más ricos, ISO de mayor alcance consuiguiendo mejores fotografías en lugares con poca iluminación o de noche, y con la última actualización de firmware (a diferencia de las dos generaciones anteriores), el reconocimiento de los ojos de sujetos y animales con seguimiento en tiempo real."
"Acabo de cumplir 1 año con la cámara y mi primer impresión fue ""que pequeña es"". Estaba acostumbrado a los cuerpos grandes de cámaras que usaba como la Canon 6D. Después de este año, no podría estar más feliz con la compra que hice, esta cámara es tan versátil, es muy buena tanto en foto como en video. Recomiendo comprarla en Buen Fin, Black Friday o Cyber Monday que es al precio que yo la compré y la verdad es un gran descuento que no encuentras en otras tiendas. Las primeras fotos son las que he tomado con la cámara, algunas con luz natural otras con flash."
Pues la cámara es todo lo que te dicen, tiene un gran sensor, graba en 4K, la estabilidad no la he probado pues suelo trabajar más en tripié, tiene salida de audífonos para monitorear el audio, tiene un gran enfoque, dos slots para memoria.
Excelente producto, caja 100 sellada de origen y todo funcionando super bien. excedio mis expectativas sobre todo la toma de fotos de noche sin flash no tiene comparacion, ante usaba una Nikon D5000 super buen producto pero contra esta no hay comparacion, vale lo que se pago por ella.
Para mi que no soy fotógrafo profesional, se me hizo un excelente te equipo, la conseguí con un descuento y a meses sin intereses.
https://images-na.ssl-images-amazon.com/images/I/91sdA9ioR6L.jpg
Todo en esta cámara me gusta. Y en Amazon lo mejor fue el precio que encontré. El producto llegó bien, aunque la caja un poco dañada. No se veía problema en la cámara.
Problemas con los meses sin intereses que promete Amazon.
El paquete llego antes de lo esperado y buena forma, en cuanto llego empecé a usar la cámara, la verdad todo muy bien, la cámara es excelente y todo el kit viene completo, en verdad lo recomiendo ampliamente.
La mejor cámara en su clase, vídeo excelente, el calentamiento es aceptable, hay que usar buenas memorias! Enfoque rápido con lentes Sony llevo un año con ella y me sigue maravillado,
Vaya ya es muy conocida esta cámara por su excelente desempeño tanto para foto y vídeo. Entrega a tiempo todo muy bien
Es una gran cámara. El menú es un poco complicado pero vale la pena totalmente, lo único que no me gusto es que se calienta relativamente rápido.
La cámara es muy buena el lente no tanto, además de ser oscuro no responde tan rápido el enfoco
Lo que más me gustó es es es pequeña y ligera. Por lo demás, todavía estoy leyendo el manual que consta de 600 y pico de páginas. Y podría ser que para entonces pudiera dar una opinión más calificada.
De mis mejores compras, es un producto excelente. Es cierto que los menús pueden ser algo confusos pero te permite ajustes bastante personalizados, la imagen es magnífica, el autofoco excelente para video. Me encanta.
El paquete llegó en perfecto estado y a tiempo, la he comprado en el cyber monday a un excelente precio.
Que puedo decir, su fama presede a esta cámara y es todo lo que dicen, definitivamente una exelente calidad en video 4K, lo único malo es que solo graba 4K 30fps , pero es exelente su calidad , la compré en el prime day a un exelente precio
Me encanto la calidad que tiene, es muy pequeña y ofrece muchísimo, el video graba increíble, las fotos a una calidad super hermosa, el enfoque esta muy bueno, sin duda una excelente cámara, me pase de canon a sony, anteriormente tenía la 5D mk iii, y la Sony a7iii es mucho mejor
Excelente cámara, buenas prestaciones y excelente calidad en los materiales
Muy feliz, el lente de kit sí ayuda a iniciar pero es mejor comprar otro lente (al menos uno primo) para sacarle jugo.
He usado este producto de momento para hacer retratos, hacer comerciales y próximamente estaré viajando por 6 meses así que estoy emocionado de probar todas las ventajas de esta cámara. Es mi primera mirrorless y creo que promete mucho.
Aún en 2021 es una gran cámara, la calidad es excepcional tanto en foto como en video, después de mucho investigar decidió comprarla y llegó a tiempo, la recomiendo ampliamente.
Estaba acostumbrado a trabajar con nikon, pero después de mucho investigar, esta cámara cumple y supera prácticamente todas las exigencias que tenía sobre un equipo versátil entre fotografía y vídeo.
súper buena y compacta <3
Que mal que no trae cargador de batería hacia la corriente y tengas que cargar por medio de la cámara.
Genial para foto y video. Aunque ya hay nuevos modelos, por el precio aún vale mucho la pena. :)
Todas mis cámaras son Sony y esta me encantó
Excelente cámara en imagen de fotos y video, me gustaría que tuviera mas acciones de control en la pantalla táctil
Excelente cámara
Excelente producto, me parece demasiado buena para un principiante
Buena cámara pero se tardo más de lo prometido y era un artículo que necesitaba en mi negocio pero en fin, excelente producto. Pero mal servicio de entrega de Amazon
Agarre una promo con el lente en 42k y me pareció excelente opción
hace dias te hice la devolucion del producto que me enviaste ya que no fue lo que pedi
Me encanto. aproveche una oferta relampago real y no dude en comprarla. excelente camara
Buen precio cuando hay promos, de las mejores cámaras de Sony
Todo en orden llego sellada de fábrica y sin ningún problema
La mejor camara que pude haber comprado, la relacion precio calidad esta en todo, estoy muy contento por mi compra
para mi la mejor camara
La cámara mas potente que e tenido
cumple su proposito
Justo lo que buscaba, caro pero vale la pena.
La mejor cámara, equilibrada tanto para video como para fotografía.
Gran cámara, los menús un poco complicados, pero después de un par de semanas te acostumbras.
Buen producto, cumple expectativas
Buena calidad, una cámara que vale la pena tanto para fotos como para vídeo
Calidad de video excelente, gran calidad de foto.
No es una cama.... sin palabras
Excelente camara, excelente precio, llego antes y llego bien.
Increíble mejor de lo que esperaba
